"run_id","candidate_index","recipe_id","estimator","base_pixel_support","gradient_multiplier","intensity_band","floor_percentile","ceiling_percentile","estimation_filter","spatial_removal_strategy","removal_percent","mask_scoring_filter","max_iterations","max_samples","eligible_image_types","translation_validated","rotation_contract","description"
"recording_adaptive_selector_v1","111","estimator_area_correlation__support_all__band_no_bottom_25__filter_gaussian_1_0__mask_none","AREA_CORRELATION","ALL","0.500000","no_bottom_25","25.000000","off","GAUSSIAN_1_0","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter GAUSSIAN_1_0; no spatial pixel removal"
"recording_adaptive_selector_v1","112","estimator_area_correlation__support_all__band_no_bottom_25__filter_median_3x3__mask_none","AREA_CORRELATION","ALL","0.500000","no_bottom_25","25.000000","off","MEDIAN_3X3","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter MEDIAN_3X3; no spatial pixel removal"
"recording_adaptive_selector_v1","113","estimator_area_correlation_newton__support_all__band_full__filter_none__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","full","off","off","NONE","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter NONE; no spatial pixel removal"
"recording_adaptive_selector_v1","114","estimator_area_correlation_newton__support_all__band_full__filter_gaussian_0_7__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","full","off","off","GAUSSIAN_0_7","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter GAUSSIAN_0_7; no spatial pixel removal"
"recording_adaptive_selector_v1","115","estimator_area_correlation_newton__support_all__band_full__filter_gaussian_1_0__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","full","off","off","GAUSSIAN_1_0","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter GAUSSIAN_1_0; no spatial pixel removal"
"recording_adaptive_selector_v1","116","estimator_area_correlation_newton__support_all__band_full__filter_median_3x3__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","full","off","off","MEDIAN_3X3","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter MEDIAN_3X3; no spatial pixel removal"
"recording_adaptive_selector_v1","117","estimator_area_correlation_newton__support_all__band_no_top_10__filter_none__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_top_10","off","90.000000","NONE","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter NONE; no spatial pixel removal"
"recording_adaptive_selector_v1","118","estimator_area_correlation_newton__support_all__band_no_top_10__filter_gaussian_0_7__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_top_10","off","90.000000","GAUSSIAN_0_7","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter GAUSSIAN_0_7; no spatial pixel removal"
"recording_adaptive_selector_v1","119","estimator_area_correlation_newton__support_all__band_no_top_10__filter_gaussian_1_0__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_top_10","off","90.000000","GAUSSIAN_1_0","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter GAUSSIAN_1_0; no spatial pixel removal"
"recording_adaptive_selector_v1","120","estimator_area_correlation_newton__support_all__band_no_top_10__filter_median_3x3__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_top_10","off","90.000000","MEDIAN_3X3","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter MEDIAN_3X3; no spatial pixel removal"
"recording_adaptive_selector_v1","121","estimator_area_correlation_newton__support_all__band_no_top_25__filter_none__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_top_25","off","75.000000","NONE","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter NONE; no spatial pixel removal"
"recording_adaptive_selector_v1","122","estimator_area_correlation_newton__support_all__band_no_top_25__filter_gaussian_0_7__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_top_25","off","75.000000","GAUSSIAN_0_7","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter GAUSSIAN_0_7; no spatial pixel removal"
"recording_adaptive_selector_v1","123","estimator_area_correlation_newton__support_all__band_no_top_25__filter_gaussian_1_0__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_top_25","off","75.000000","GAUSSIAN_1_0","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter GAUSSIAN_1_0; no spatial pixel removal"
"recording_adaptive_selector_v1","124","estimator_area_correlation_newton__support_all__band_no_top_25__filter_median_3x3__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_top_25","off","75.000000","MEDIAN_3X3","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter MEDIAN_3X3; no spatial pixel removal"
"recording_adaptive_selector_v1","125","estimator_area_correlation_newton__support_all__band_no_bottom_25__filter_none__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_bottom_25","25.000000","off","NONE","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter NONE; no spatial pixel removal"
"recording_adaptive_selector_v1","126","estimator_area_correlation_newton__support_all__band_no_bottom_25__filter_gaussian_0_7__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_bottom_25","25.000000","off","GAUSSIAN_0_7","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter GAUSSIAN_0_7; no spatial pixel removal"
"recording_adaptive_selector_v1","127","estimator_area_correlation_newton__support_all__band_no_bottom_25__filter_gaussian_1_0__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_bottom_25","25.000000","off","GAUSSIAN_1_0","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter GAUSSIAN_1_0; no spatial pixel removal"
"recording_adaptive_selector_v1","128","estimator_area_correlation_newton__support_all__band_no_bottom_25__filter_median_3x3__mask_none","AREA_CORRELATION_NEWTON","ALL","0.500000","no_bottom_25","25.000000","off","MEDIAN_3X3","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator area_correlation_newton; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter MEDIAN_3X3; no spatial pixel removal"
