"run_id","candidate_index","recipe_id","estimator","base_pixel_support","gradient_multiplier","intensity_band","floor_percentile","ceiling_percentile","estimation_filter","spatial_removal_strategy","removal_percent","mask_scoring_filter","max_iterations","max_samples","eligible_image_types","translation_validated","rotation_contract","description"
"recording_adaptive_selector_v1","1","support_all__band_full__filter_none__mask_none","LOG_RATIO_FIT","ALL","0.500000","full","off","off","NONE","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter NONE; no spatial pixel removal"
"recording_adaptive_selector_v1","2","support_all__band_full__filter_none__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","full","off","off","NONE","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter NONE; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","3","support_all__band_full__filter_gaussian_0_7__mask_none","LOG_RATIO_FIT","ALL","0.500000","full","off","off","GAUSSIAN_0_7","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter GAUSSIAN_0_7; no spatial pixel removal"
"recording_adaptive_selector_v1","4","support_all__band_full__filter_gaussian_0_7__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","full","off","off","GAUSSIAN_0_7","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter GAUSSIAN_0_7; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","5","support_all__band_full__filter_gaussian_1_0__mask_none","LOG_RATIO_FIT","ALL","0.500000","full","off","off","GAUSSIAN_1_0","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter GAUSSIAN_1_0; no spatial pixel removal"
"recording_adaptive_selector_v1","6","support_all__band_full__filter_gaussian_1_0__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","full","off","off","GAUSSIAN_1_0","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter GAUSSIAN_1_0; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","7","support_all__band_full__filter_median_3x3__mask_none","LOG_RATIO_FIT","ALL","0.500000","full","off","off","MEDIAN_3X3","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter MEDIAN_3X3; no spatial pixel removal"
"recording_adaptive_selector_v1","8","support_all__band_full__filter_median_3x3__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","full","off","off","MEDIAN_3X3","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; no intensity restriction; estimation filter MEDIAN_3X3; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","9","support_all__band_no_top_10__filter_none__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_top_10","off","90.000000","NONE","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter NONE; no spatial pixel removal"
"recording_adaptive_selector_v1","10","support_all__band_no_top_10__filter_none__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_top_10","off","90.000000","NONE","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter NONE; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","11","support_all__band_no_top_10__filter_gaussian_0_7__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_top_10","off","90.000000","GAUSSIAN_0_7","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter GAUSSIAN_0_7; no spatial pixel removal"
"recording_adaptive_selector_v1","12","support_all__band_no_top_10__filter_gaussian_0_7__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_top_10","off","90.000000","GAUSSIAN_0_7","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter GAUSSIAN_0_7; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","13","support_all__band_no_top_10__filter_gaussian_1_0__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_top_10","off","90.000000","GAUSSIAN_1_0","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter GAUSSIAN_1_0; no spatial pixel removal"
"recording_adaptive_selector_v1","14","support_all__band_no_top_10__filter_gaussian_1_0__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_top_10","off","90.000000","GAUSSIAN_1_0","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter GAUSSIAN_1_0; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","15","support_all__band_no_top_10__filter_median_3x3__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_top_10","off","90.000000","MEDIAN_3X3","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter MEDIAN_3X3; no spatial pixel removal"
"recording_adaptive_selector_v1","16","support_all__band_no_top_10__filter_median_3x3__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_top_10","off","90.000000","MEDIAN_3X3","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter MEDIAN_3X3; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","17","support_all__band_no_top_25__filter_none__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_top_25","off","75.000000","NONE","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter NONE; no spatial pixel removal"
"recording_adaptive_selector_v1","18","support_all__band_no_top_25__filter_none__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_top_25","off","75.000000","NONE","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter NONE; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","19","support_all__band_no_top_25__filter_gaussian_0_7__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_top_25","off","75.000000","GAUSSIAN_0_7","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter GAUSSIAN_0_7; no spatial pixel removal"
"recording_adaptive_selector_v1","20","support_all__band_no_top_25__filter_gaussian_0_7__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_top_25","off","75.000000","GAUSSIAN_0_7","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter GAUSSIAN_0_7; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","21","support_all__band_no_top_25__filter_gaussian_1_0__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_top_25","off","75.000000","GAUSSIAN_1_0","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter GAUSSIAN_1_0; no spatial pixel removal"
"recording_adaptive_selector_v1","22","support_all__band_no_top_25__filter_gaussian_1_0__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_top_25","off","75.000000","GAUSSIAN_1_0","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter GAUSSIAN_1_0; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","23","support_all__band_no_top_25__filter_median_3x3__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_top_25","off","75.000000","MEDIAN_3X3","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter MEDIAN_3X3; no spatial pixel removal"
"recording_adaptive_selector_v1","24","support_all__band_no_top_25__filter_median_3x3__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_top_25","off","75.000000","MEDIAN_3X3","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the brightest 25 percent; estimation filter MEDIAN_3X3; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","25","support_all__band_no_bottom_25__filter_none__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_bottom_25","25.000000","off","NONE","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter NONE; no spatial pixel removal"
"recording_adaptive_selector_v1","26","support_all__band_no_bottom_25__filter_none__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_bottom_25","25.000000","off","NONE","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter NONE; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","27","support_all__band_no_bottom_25__filter_gaussian_0_7__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_bottom_25","25.000000","off","GAUSSIAN_0_7","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter GAUSSIAN_0_7; no spatial pixel removal"
"recording_adaptive_selector_v1","28","support_all__band_no_bottom_25__filter_gaussian_0_7__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_bottom_25","25.000000","off","GAUSSIAN_0_7","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter GAUSSIAN_0_7; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","29","support_all__band_no_bottom_25__filter_gaussian_1_0__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_bottom_25","25.000000","off","GAUSSIAN_1_0","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter GAUSSIAN_1_0; no spatial pixel removal"
"recording_adaptive_selector_v1","30","support_all__band_no_bottom_25__filter_gaussian_1_0__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_bottom_25","25.000000","off","GAUSSIAN_1_0","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter GAUSSIAN_1_0; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","31","support_all__band_no_bottom_25__filter_median_3x3__mask_none","LOG_RATIO_FIT","ALL","0.500000","no_bottom_25","25.000000","off","MEDIAN_3X3","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter MEDIAN_3X3; no spatial pixel removal"
"recording_adaptive_selector_v1","32","support_all__band_no_bottom_25__filter_median_3x3__mask_least_informative_25","LOG_RATIO_FIT","ALL","0.500000","no_bottom_25","25.000000","off","MEDIAN_3X3","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support ALL at gradient multiplier 0.500000; exclude the dimmest 25 percent; estimation filter MEDIAN_3X3; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","33","support_gradient__band_full__filter_none__mask_none","LOG_RATIO_FIT","GRADIENT","0.500000","full","off","off","NONE","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; no intensity restriction; estimation filter NONE; no spatial pixel removal"
"recording_adaptive_selector_v1","34","support_gradient__band_full__filter_none__mask_least_informative_25","LOG_RATIO_FIT","GRADIENT","0.500000","full","off","off","NONE","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; no intensity restriction; estimation filter NONE; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","35","support_gradient__band_full__filter_gaussian_0_7__mask_none","LOG_RATIO_FIT","GRADIENT","0.500000","full","off","off","GAUSSIAN_0_7","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; no intensity restriction; estimation filter GAUSSIAN_0_7; no spatial pixel removal"
"recording_adaptive_selector_v1","36","support_gradient__band_full__filter_gaussian_0_7__mask_least_informative_25","LOG_RATIO_FIT","GRADIENT","0.500000","full","off","off","GAUSSIAN_0_7","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; no intensity restriction; estimation filter GAUSSIAN_0_7; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","37","support_gradient__band_full__filter_gaussian_1_0__mask_none","LOG_RATIO_FIT","GRADIENT","0.500000","full","off","off","GAUSSIAN_1_0","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; no intensity restriction; estimation filter GAUSSIAN_1_0; no spatial pixel removal"
"recording_adaptive_selector_v1","38","support_gradient__band_full__filter_gaussian_1_0__mask_least_informative_25","LOG_RATIO_FIT","GRADIENT","0.500000","full","off","off","GAUSSIAN_1_0","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; no intensity restriction; estimation filter GAUSSIAN_1_0; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","39","support_gradient__band_full__filter_median_3x3__mask_none","LOG_RATIO_FIT","GRADIENT","0.500000","full","off","off","MEDIAN_3X3","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; no intensity restriction; estimation filter MEDIAN_3X3; no spatial pixel removal"
"recording_adaptive_selector_v1","40","support_gradient__band_full__filter_median_3x3__mask_least_informative_25","LOG_RATIO_FIT","GRADIENT","0.500000","full","off","off","MEDIAN_3X3","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; no intensity restriction; estimation filter MEDIAN_3X3; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","41","support_gradient__band_no_top_10__filter_none__mask_none","LOG_RATIO_FIT","GRADIENT","0.500000","no_top_10","off","90.000000","NONE","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter NONE; no spatial pixel removal"
"recording_adaptive_selector_v1","42","support_gradient__band_no_top_10__filter_none__mask_least_informative_25","LOG_RATIO_FIT","GRADIENT","0.500000","no_top_10","off","90.000000","NONE","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter NONE; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","43","support_gradient__band_no_top_10__filter_gaussian_0_7__mask_none","LOG_RATIO_FIT","GRADIENT","0.500000","no_top_10","off","90.000000","GAUSSIAN_0_7","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter GAUSSIAN_0_7; no spatial pixel removal"
"recording_adaptive_selector_v1","44","support_gradient__band_no_top_10__filter_gaussian_0_7__mask_least_informative_25","LOG_RATIO_FIT","GRADIENT","0.500000","no_top_10","off","90.000000","GAUSSIAN_0_7","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter GAUSSIAN_0_7; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","45","support_gradient__band_no_top_10__filter_gaussian_1_0__mask_none","LOG_RATIO_FIT","GRADIENT","0.500000","no_top_10","off","90.000000","GAUSSIAN_1_0","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter GAUSSIAN_1_0; no spatial pixel removal"
"recording_adaptive_selector_v1","46","support_gradient__band_no_top_10__filter_gaussian_1_0__mask_least_informative_25","LOG_RATIO_FIT","GRADIENT","0.500000","no_top_10","off","90.000000","GAUSSIAN_1_0","REMOVE_LEAST_INFORMATIVE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter GAUSSIAN_1_0; remove the least spatially informative 25 percent"
"recording_adaptive_selector_v1","47","support_gradient__band_no_top_10__filter_median_3x3__mask_none","LOG_RATIO_FIT","GRADIENT","0.500000","no_top_10","off","90.000000","MEDIAN_3X3","NONE","25.000000","NONE","25","200000","PHASE_CONTRAST|BRIGHTFIELD_DIC|DENSE_FLUORESCENCE|SPARSE_LOW_LIGHT_FLUORESCENCE|FIDUCIAL_STATIC","true","translation recipe followed by frozen separate rotation selector","estimator log_ratio_fit; base pixel support GRADIENT at gradient multiplier 0.500000; exclude the brightest 10 percent; estimation filter MEDIAN_3X3; no spatial pixel removal"
