element,key,value_number,value_text,note
planned_pair,89-91,2.0,lag,drawn in the adjacency map
planned_pair,89-93,4.0,lag,drawn in the adjacency map
planned_pair,89-97,8.0,lag,drawn in the adjacency map
planned_pair,89-105,16.0,lag,drawn in the adjacency map
planned_pair,90-91,1.0,lag,drawn in the adjacency map
planned_pair,90-92,2.0,lag,drawn in the adjacency map
planned_pair,90-94,4.0,lag,drawn in the adjacency map
planned_pair,90-98,8.0,lag,drawn in the adjacency map
planned_pair,90-106,16.0,lag,drawn in the adjacency map
planned_pair,91-92,1.0,lag,drawn in the adjacency map
planned_pair,91-93,2.0,lag,drawn in the adjacency map
planned_pair,91-95,4.0,lag,drawn in the adjacency map
planned_pair,91-99,8.0,lag,drawn in the adjacency map
planned_pair,91-107,16.0,lag,drawn in the adjacency map
planned_pair,92-93,1.0,lag,drawn in the adjacency map
planned_pair,92-94,2.0,lag,drawn in the adjacency map
planned_pair,92-96,4.0,lag,drawn in the adjacency map
planned_pair,92-100,8.0,lag,drawn in the adjacency map
planned_pair,92-108,16.0,lag,drawn in the adjacency map
planned_pair,93-94,1.0,lag,drawn in the adjacency map
planned_pair,93-95,2.0,lag,drawn in the adjacency map
planned_pair,93-97,4.0,lag,drawn in the adjacency map
planned_pair,93-101,8.0,lag,drawn in the adjacency map
planned_pair,93-109,16.0,lag,drawn in the adjacency map
planned_pair,94-95,1.0,lag,drawn in the adjacency map
planned_pair,94-96,2.0,lag,drawn in the adjacency map
planned_pair,94-98,4.0,lag,drawn in the adjacency map
planned_pair,94-102,8.0,lag,drawn in the adjacency map
planned_pair,94-110,16.0,lag,drawn in the adjacency map
planned_pair,95-96,1.0,lag,drawn in the adjacency map
planned_pair,95-97,2.0,lag,drawn in the adjacency map
planned_pair,95-99,4.0,lag,drawn in the adjacency map
planned_pair,95-103,8.0,lag,drawn in the adjacency map
planned_pair,95-111,16.0,lag,drawn in the adjacency map
planned_pair,96-97,1.0,lag,drawn in the adjacency map
planned_pair,96-98,2.0,lag,drawn in the adjacency map
planned_pair,96-100,4.0,lag,drawn in the adjacency map
planned_pair,96-104,8.0,lag,drawn in the adjacency map
planned_pair,96-112,16.0,lag,drawn in the adjacency map
planned_pair,97-98,1.0,lag,drawn in the adjacency map
planned_pair,97-99,2.0,lag,drawn in the adjacency map
planned_pair,97-101,4.0,lag,drawn in the adjacency map
planned_pair,97-105,8.0,lag,drawn in the adjacency map
planned_pair,97-113,16.0,lag,drawn in the adjacency map
planned_pair,98-99,1.0,lag,drawn in the adjacency map
planned_pair,98-100,2.0,lag,drawn in the adjacency map
planned_pair,98-102,4.0,lag,drawn in the adjacency map
planned_pair,98-106,8.0,lag,drawn in the adjacency map
planned_pair,98-114,16.0,lag,drawn in the adjacency map
planned_pair,99-100,1.0,lag,drawn in the adjacency map
planned_pair,99-101,2.0,lag,drawn in the adjacency map
planned_pair,99-103,4.0,lag,drawn in the adjacency map
planned_pair,99-107,8.0,lag,drawn in the adjacency map
planned_pair,99-115,16.0,lag,drawn in the adjacency map
planned_pair,100-101,1.0,lag,drawn in the adjacency map
planned_pair,100-102,2.0,lag,drawn in the adjacency map
planned_pair,100-104,4.0,lag,drawn in the adjacency map
planned_pair,100-108,8.0,lag,drawn in the adjacency map
planned_pair,100-116,16.0,lag,drawn in the adjacency map
planned_pair,101-102,1.0,lag,drawn in the adjacency map
planned_pair,101-103,2.0,lag,drawn in the adjacency map
planned_pair,101-105,4.0,lag,drawn in the adjacency map
planned_pair,101-109,8.0,lag,drawn in the adjacency map
planned_pair,101-117,16.0,lag,drawn in the adjacency map
planned_pair,102-103,1.0,lag,drawn in the adjacency map
planned_pair,102-104,2.0,lag,drawn in the adjacency map
planned_pair,102-106,4.0,lag,drawn in the adjacency map
planned_pair,102-110,8.0,lag,drawn in the adjacency map
planned_pair,102-118,16.0,lag,drawn in the adjacency map
planned_pair,103-104,1.0,lag,drawn in the adjacency map
planned_pair,103-105,2.0,lag,drawn in the adjacency map
planned_pair,103-107,4.0,lag,drawn in the adjacency map
planned_pair,103-111,8.0,lag,drawn in the adjacency map
planned_pair,103-119,16.0,lag,drawn in the adjacency map
planned_pair,104-105,1.0,lag,drawn in the adjacency map
planned_pair,104-106,2.0,lag,drawn in the adjacency map
planned_pair,104-108,4.0,lag,drawn in the adjacency map
planned_pair,104-112,8.0,lag,drawn in the adjacency map
planned_pair,104-120,16.0,lag,drawn in the adjacency map
planned_pair,105-106,1.0,lag,drawn in the adjacency map
planned_pair,105-107,2.0,lag,drawn in the adjacency map
planned_pair,105-109,4.0,lag,drawn in the adjacency map
planned_pair,105-113,8.0,lag,drawn in the adjacency map
planned_pair,105-121,16.0,lag,drawn in the adjacency map
planned_pair,106-107,1.0,lag,drawn in the adjacency map
planned_pair,106-108,2.0,lag,drawn in the adjacency map
planned_pair,106-110,4.0,lag,drawn in the adjacency map
planned_pair,106-114,8.0,lag,drawn in the adjacency map
planned_pair,106-122,16.0,lag,drawn in the adjacency map
planned_pair,107-108,1.0,lag,drawn in the adjacency map
planned_pair,107-109,2.0,lag,drawn in the adjacency map
planned_pair,107-111,4.0,lag,drawn in the adjacency map
planned_pair,107-115,8.0,lag,drawn in the adjacency map
planned_pair,107-123,16.0,lag,drawn in the adjacency map
planned_pair,108-109,1.0,lag,drawn in the adjacency map
planned_pair,108-110,2.0,lag,drawn in the adjacency map
planned_pair,108-112,4.0,lag,drawn in the adjacency map
planned_pair,108-116,8.0,lag,drawn in the adjacency map
planned_pair,108-124,16.0,lag,drawn in the adjacency map
planned_pair,109-110,1.0,lag,drawn in the adjacency map
planned_pair,109-111,2.0,lag,drawn in the adjacency map
planned_pair,109-113,4.0,lag,drawn in the adjacency map
planned_pair,109-117,8.0,lag,drawn in the adjacency map
planned_pair,109-125,16.0,lag,drawn in the adjacency map
planned_pair,110-111,1.0,lag,drawn in the adjacency map
planned_pair,110-112,2.0,lag,drawn in the adjacency map
planned_pair,110-114,4.0,lag,drawn in the adjacency map
planned_pair,110-118,8.0,lag,drawn in the adjacency map
planned_pair,110-126,16.0,lag,drawn in the adjacency map
planned_pair,111-112,1.0,lag,drawn in the adjacency map
planned_pair,111-113,2.0,lag,drawn in the adjacency map
planned_pair,111-115,4.0,lag,drawn in the adjacency map
planned_pair,111-119,8.0,lag,drawn in the adjacency map
planned_pair,111-127,16.0,lag,drawn in the adjacency map
planned_pair,112-113,1.0,lag,drawn in the adjacency map
planned_pair,112-114,2.0,lag,drawn in the adjacency map
planned_pair,112-116,4.0,lag,drawn in the adjacency map
planned_pair,112-120,8.0,lag,drawn in the adjacency map
planned_pair,112-128,16.0,lag,drawn in the adjacency map
planned_pair,113-114,1.0,lag,drawn in the adjacency map
planned_pair,113-115,2.0,lag,drawn in the adjacency map
planned_pair,113-117,4.0,lag,drawn in the adjacency map
planned_pair,113-121,8.0,lag,drawn in the adjacency map
planned_pair,113-129,16.0,lag,drawn in the adjacency map
planned_pair,114-115,1.0,lag,drawn in the adjacency map
planned_pair,114-116,2.0,lag,drawn in the adjacency map
planned_pair,114-118,4.0,lag,drawn in the adjacency map
planned_pair,114-122,8.0,lag,drawn in the adjacency map
planned_pair,114-130,16.0,lag,drawn in the adjacency map
planned_pair,115-116,1.0,lag,drawn in the adjacency map
planned_pair,115-117,2.0,lag,drawn in the adjacency map
planned_pair,115-119,4.0,lag,drawn in the adjacency map
planned_pair,115-123,8.0,lag,drawn in the adjacency map
planned_pair,115-131,16.0,lag,drawn in the adjacency map
planned_pair,116-117,1.0,lag,drawn in the adjacency map
planned_pair,116-118,2.0,lag,drawn in the adjacency map
planned_pair,116-120,4.0,lag,drawn in the adjacency map
planned_pair,116-124,8.0,lag,drawn in the adjacency map
planned_pair,116-132,16.0,lag,drawn in the adjacency map
planned_pair,117-118,1.0,lag,drawn in the adjacency map
planned_pair,117-119,2.0,lag,drawn in the adjacency map
planned_pair,117-121,4.0,lag,drawn in the adjacency map
planned_pair,117-125,8.0,lag,drawn in the adjacency map
planned_pair,117-133,16.0,lag,drawn in the adjacency map
planned_pair,118-119,1.0,lag,drawn in the adjacency map
planned_pair,118-120,2.0,lag,drawn in the adjacency map
planned_pair,118-122,4.0,lag,drawn in the adjacency map
planned_pair,118-126,8.0,lag,drawn in the adjacency map
planned_pair,118-134,16.0,lag,drawn in the adjacency map
planned_pair,119-120,1.0,lag,drawn in the adjacency map
planned_pair,119-121,2.0,lag,drawn in the adjacency map
planned_pair,119-123,4.0,lag,drawn in the adjacency map
planned_pair,119-127,8.0,lag,drawn in the adjacency map
planned_pair,119-135,16.0,lag,drawn in the adjacency map
planned_pair,120-121,1.0,lag,drawn in the adjacency map
planned_pair,120-122,2.0,lag,drawn in the adjacency map
planned_pair,120-124,4.0,lag,drawn in the adjacency map
planned_pair,120-128,8.0,lag,drawn in the adjacency map
planned_pair,120-136,16.0,lag,drawn in the adjacency map
planned_pair,121-122,1.0,lag,drawn in the adjacency map
planned_pair,121-123,2.0,lag,drawn in the adjacency map
planned_pair,121-125,4.0,lag,drawn in the adjacency map
planned_pair,121-129,8.0,lag,drawn in the adjacency map
planned_pair,121-137,16.0,lag,drawn in the adjacency map
planned_pair,122-123,1.0,lag,drawn in the adjacency map
planned_pair,122-124,2.0,lag,drawn in the adjacency map
planned_pair,122-126,4.0,lag,drawn in the adjacency map
planned_pair,122-130,8.0,lag,drawn in the adjacency map
planned_pair,122-138,16.0,lag,drawn in the adjacency map
planned_pair,123-124,1.0,lag,drawn in the adjacency map
planned_pair,123-125,2.0,lag,drawn in the adjacency map
planned_pair,123-127,4.0,lag,drawn in the adjacency map
planned_pair,123-131,8.0,lag,drawn in the adjacency map
planned_pair,123-139,16.0,lag,drawn in the adjacency map
planned_pair,124-125,1.0,lag,drawn in the adjacency map
planned_pair,124-126,2.0,lag,drawn in the adjacency map
planned_pair,124-128,4.0,lag,drawn in the adjacency map
planned_pair,124-132,8.0,lag,drawn in the adjacency map
planned_pair,124-140,16.0,lag,drawn in the adjacency map
planned_pair,125-126,1.0,lag,drawn in the adjacency map
planned_pair,125-127,2.0,lag,drawn in the adjacency map
planned_pair,125-129,4.0,lag,drawn in the adjacency map
planned_pair,125-133,8.0,lag,drawn in the adjacency map
planned_pair,125-141,16.0,lag,drawn in the adjacency map
planned_pair,126-127,1.0,lag,drawn in the adjacency map
planned_pair,126-128,2.0,lag,drawn in the adjacency map
planned_pair,126-130,4.0,lag,drawn in the adjacency map
planned_pair,126-134,8.0,lag,drawn in the adjacency map
planned_pair,126-142,16.0,lag,drawn in the adjacency map
planned_pair,127-128,1.0,lag,drawn in the adjacency map
planned_pair,127-129,2.0,lag,drawn in the adjacency map
planned_pair,127-131,4.0,lag,drawn in the adjacency map
planned_pair,127-135,8.0,lag,drawn in the adjacency map
planned_pair,127-143,16.0,lag,drawn in the adjacency map
planned_pair,128-129,1.0,lag,drawn in the adjacency map
planned_pair,128-130,2.0,lag,drawn in the adjacency map
planned_pair,128-132,4.0,lag,drawn in the adjacency map
planned_pair,128-136,8.0,lag,drawn in the adjacency map
planned_pair,128-144,16.0,lag,drawn in the adjacency map
planned_pair,129-130,1.0,lag,drawn in the adjacency map
planned_pair,129-131,2.0,lag,drawn in the adjacency map
planned_pair,129-133,4.0,lag,drawn in the adjacency map
planned_pair,129-137,8.0,lag,drawn in the adjacency map
planned_pair,129-145,16.0,lag,drawn in the adjacency map
planned_pair,130-131,1.0,lag,drawn in the adjacency map
planned_pair,130-132,2.0,lag,drawn in the adjacency map
planned_pair,130-134,4.0,lag,drawn in the adjacency map
planned_pair,130-138,8.0,lag,drawn in the adjacency map
planned_pair,130-146,16.0,lag,drawn in the adjacency map
planned_pair,131-132,1.0,lag,drawn in the adjacency map
planned_pair,131-133,2.0,lag,drawn in the adjacency map
planned_pair,131-135,4.0,lag,drawn in the adjacency map
planned_pair,131-139,8.0,lag,drawn in the adjacency map
planned_pair,131-147,16.0,lag,drawn in the adjacency map
planned_pair,132-133,1.0,lag,drawn in the adjacency map
planned_pair,132-134,2.0,lag,drawn in the adjacency map
planned_pair,132-136,4.0,lag,drawn in the adjacency map
planned_pair,132-140,8.0,lag,drawn in the adjacency map
planned_pair,132-148,16.0,lag,drawn in the adjacency map
planned_pair,133-134,1.0,lag,drawn in the adjacency map
planned_pair,133-135,2.0,lag,drawn in the adjacency map
planned_pair,133-137,4.0,lag,drawn in the adjacency map
planned_pair,133-141,8.0,lag,drawn in the adjacency map
planned_pair,133-149,16.0,lag,drawn in the adjacency map
planned_pair,134-135,1.0,lag,drawn in the adjacency map
planned_pair,134-136,2.0,lag,drawn in the adjacency map
planned_pair,134-138,4.0,lag,drawn in the adjacency map
planned_pair,134-142,8.0,lag,drawn in the adjacency map
planned_pair,134-150,16.0,lag,drawn in the adjacency map
planned_pair,135-136,1.0,lag,drawn in the adjacency map
planned_pair,135-137,2.0,lag,drawn in the adjacency map
planned_pair,135-139,4.0,lag,drawn in the adjacency map
planned_pair,135-143,8.0,lag,drawn in the adjacency map
planned_pair,135-151,16.0,lag,drawn in the adjacency map
planned_pair,136-137,1.0,lag,drawn in the adjacency map
planned_pair,136-138,2.0,lag,drawn in the adjacency map
planned_pair,136-140,4.0,lag,drawn in the adjacency map
planned_pair,136-144,8.0,lag,drawn in the adjacency map
planned_pair,136-152,16.0,lag,drawn in the adjacency map
planned_pair,137-138,1.0,lag,drawn in the adjacency map
planned_pair,137-139,2.0,lag,drawn in the adjacency map
planned_pair,137-141,4.0,lag,drawn in the adjacency map
planned_pair,137-145,8.0,lag,drawn in the adjacency map
planned_pair,137-153,16.0,lag,drawn in the adjacency map
planned_pair,138-139,1.0,lag,drawn in the adjacency map
planned_pair,138-140,2.0,lag,drawn in the adjacency map
planned_pair,138-142,4.0,lag,drawn in the adjacency map
planned_pair,138-146,8.0,lag,drawn in the adjacency map
planned_pair,138-154,16.0,lag,drawn in the adjacency map
planned_pair,139-140,1.0,lag,drawn in the adjacency map
planned_pair,139-141,2.0,lag,drawn in the adjacency map
planned_pair,139-143,4.0,lag,drawn in the adjacency map
planned_pair,139-147,8.0,lag,drawn in the adjacency map
planned_pair,139-155,16.0,lag,drawn in the adjacency map
planned_pair,140-141,1.0,lag,drawn in the adjacency map
planned_pair,140-142,2.0,lag,drawn in the adjacency map
planned_pair,140-144,4.0,lag,drawn in the adjacency map
planned_pair,140-148,8.0,lag,drawn in the adjacency map
planned_pair,140-156,16.0,lag,drawn in the adjacency map
planned_pair,141-142,1.0,lag,drawn in the adjacency map
planned_pair,141-143,2.0,lag,drawn in the adjacency map
planned_pair,141-145,4.0,lag,drawn in the adjacency map
planned_pair,141-149,8.0,lag,drawn in the adjacency map
planned_pair,141-157,16.0,lag,drawn in the adjacency map
planned_pair,142-143,1.0,lag,drawn in the adjacency map
planned_pair,142-144,2.0,lag,drawn in the adjacency map
planned_pair,142-146,4.0,lag,drawn in the adjacency map
planned_pair,142-150,8.0,lag,drawn in the adjacency map
planned_pair,142-158,16.0,lag,drawn in the adjacency map
planned_pair,143-144,1.0,lag,drawn in the adjacency map
planned_pair,143-145,2.0,lag,drawn in the adjacency map
planned_pair,143-147,4.0,lag,drawn in the adjacency map
planned_pair,143-151,8.0,lag,drawn in the adjacency map
planned_pair,143-159,16.0,lag,drawn in the adjacency map
planned_pair,144-145,1.0,lag,drawn in the adjacency map
planned_pair,144-146,2.0,lag,drawn in the adjacency map
planned_pair,144-148,4.0,lag,drawn in the adjacency map
planned_pair,144-152,8.0,lag,drawn in the adjacency map
planned_pair,144-160,16.0,lag,drawn in the adjacency map
planned_pair,145-146,1.0,lag,drawn in the adjacency map
planned_pair,145-147,2.0,lag,drawn in the adjacency map
planned_pair,145-149,4.0,lag,drawn in the adjacency map
planned_pair,145-153,8.0,lag,drawn in the adjacency map
planned_pair,145-161,16.0,lag,drawn in the adjacency map
planned_pair,146-147,1.0,lag,drawn in the adjacency map
planned_pair,146-148,2.0,lag,drawn in the adjacency map
planned_pair,146-150,4.0,lag,drawn in the adjacency map
planned_pair,146-154,8.0,lag,drawn in the adjacency map
planned_pair,146-162,16.0,lag,drawn in the adjacency map
planned_pair,147-148,1.0,lag,drawn in the adjacency map
planned_pair,147-149,2.0,lag,drawn in the adjacency map
planned_pair,147-151,4.0,lag,drawn in the adjacency map
planned_pair,147-155,8.0,lag,drawn in the adjacency map
planned_pair,147-163,16.0,lag,drawn in the adjacency map
planned_pair,148-149,1.0,lag,drawn in the adjacency map
planned_pair,148-150,2.0,lag,drawn in the adjacency map
planned_pair,148-152,4.0,lag,drawn in the adjacency map
planned_pair,148-156,8.0,lag,drawn in the adjacency map
planned_pair,148-164,16.0,lag,drawn in the adjacency map
planned_pair,149-150,1.0,lag,drawn in the adjacency map
planned_pair,149-151,2.0,lag,drawn in the adjacency map
planned_pair,149-153,4.0,lag,drawn in the adjacency map
planned_pair,149-157,8.0,lag,drawn in the adjacency map
planned_pair,149-165,16.0,lag,drawn in the adjacency map
planned_pair,150-151,1.0,lag,drawn in the adjacency map
planned_pair,150-152,2.0,lag,drawn in the adjacency map
planned_pair,150-154,4.0,lag,drawn in the adjacency map
planned_pair,150-158,8.0,lag,drawn in the adjacency map
planned_pair,150-166,16.0,lag,drawn in the adjacency map
planned_pair,151-152,1.0,lag,drawn in the adjacency map
planned_pair,151-153,2.0,lag,drawn in the adjacency map
planned_pair,151-155,4.0,lag,drawn in the adjacency map
planned_pair,151-159,8.0,lag,drawn in the adjacency map
planned_pair,151-167,16.0,lag,drawn in the adjacency map
planned_pair,152-153,1.0,lag,drawn in the adjacency map
planned_pair,152-154,2.0,lag,drawn in the adjacency map
planned_pair,152-156,4.0,lag,drawn in the adjacency map
planned_pair,152-160,8.0,lag,drawn in the adjacency map
planned_pair,152-168,16.0,lag,drawn in the adjacency map
planned_pair,153-154,1.0,lag,drawn in the adjacency map
planned_pair,153-155,2.0,lag,drawn in the adjacency map
planned_pair,153-157,4.0,lag,drawn in the adjacency map
planned_pair,153-161,8.0,lag,drawn in the adjacency map
planned_pair,153-169,16.0,lag,drawn in the adjacency map
planned_pair,154-155,1.0,lag,drawn in the adjacency map
planned_pair,154-156,2.0,lag,drawn in the adjacency map
planned_pair,154-158,4.0,lag,drawn in the adjacency map
planned_pair,154-162,8.0,lag,drawn in the adjacency map
planned_pair,154-170,16.0,lag,drawn in the adjacency map
planned_pair,155-156,1.0,lag,drawn in the adjacency map
planned_pair,155-157,2.0,lag,drawn in the adjacency map
planned_pair,155-159,4.0,lag,drawn in the adjacency map
planned_pair,155-163,8.0,lag,drawn in the adjacency map
planned_pair,155-171,16.0,lag,drawn in the adjacency map
planned_pair,156-157,1.0,lag,drawn in the adjacency map
planned_pair,156-158,2.0,lag,drawn in the adjacency map
planned_pair,156-160,4.0,lag,drawn in the adjacency map
planned_pair,156-164,8.0,lag,drawn in the adjacency map
planned_pair,156-172,16.0,lag,drawn in the adjacency map
planned_pair,157-158,1.0,lag,drawn in the adjacency map
planned_pair,157-159,2.0,lag,drawn in the adjacency map
planned_pair,157-161,4.0,lag,drawn in the adjacency map
planned_pair,157-165,8.0,lag,drawn in the adjacency map
planned_pair,157-173,16.0,lag,drawn in the adjacency map
planned_pair,158-159,1.0,lag,drawn in the adjacency map
planned_pair,158-160,2.0,lag,drawn in the adjacency map
planned_pair,158-162,4.0,lag,drawn in the adjacency map
planned_pair,158-166,8.0,lag,drawn in the adjacency map
planned_pair,158-174,16.0,lag,drawn in the adjacency map
planned_pair,159-160,1.0,lag,drawn in the adjacency map
planned_pair,159-161,2.0,lag,drawn in the adjacency map
planned_pair,159-163,4.0,lag,drawn in the adjacency map
planned_pair,159-167,8.0,lag,drawn in the adjacency map
planned_pair,159-175,16.0,lag,drawn in the adjacency map
planned_pair,160-161,1.0,lag,drawn in the adjacency map
planned_pair,160-162,2.0,lag,drawn in the adjacency map
planned_pair,160-164,4.0,lag,drawn in the adjacency map
planned_pair,160-168,8.0,lag,drawn in the adjacency map
planned_pair,160-176,16.0,lag,drawn in the adjacency map
planned_pair,161-162,1.0,lag,drawn in the adjacency map
planned_pair,161-163,2.0,lag,drawn in the adjacency map
planned_pair,161-165,4.0,lag,drawn in the adjacency map
planned_pair,161-169,8.0,lag,drawn in the adjacency map
planned_pair,161-177,16.0,lag,drawn in the adjacency map
planned_pair,162-163,1.0,lag,drawn in the adjacency map
planned_pair,162-164,2.0,lag,drawn in the adjacency map
planned_pair,162-166,4.0,lag,drawn in the adjacency map
planned_pair,162-170,8.0,lag,drawn in the adjacency map
planned_pair,162-178,16.0,lag,drawn in the adjacency map
planned_pair,163-164,1.0,lag,drawn in the adjacency map
planned_pair,163-165,2.0,lag,drawn in the adjacency map
planned_pair,163-167,4.0,lag,drawn in the adjacency map
planned_pair,163-171,8.0,lag,drawn in the adjacency map
planned_pair,163-179,16.0,lag,drawn in the adjacency map
planned_pair,164-165,1.0,lag,drawn in the adjacency map
planned_pair,164-166,2.0,lag,drawn in the adjacency map
planned_pair,164-168,4.0,lag,drawn in the adjacency map
planned_pair,164-172,8.0,lag,drawn in the adjacency map
planned_pair,164-180,16.0,lag,drawn in the adjacency map
planned_pair,165-166,1.0,lag,drawn in the adjacency map
planned_pair,165-167,2.0,lag,drawn in the adjacency map
planned_pair,165-169,4.0,lag,drawn in the adjacency map
planned_pair,165-173,8.0,lag,drawn in the adjacency map
planned_pair,165-181,16.0,lag,drawn in the adjacency map
planned_pair,166-167,1.0,lag,drawn in the adjacency map
planned_pair,166-168,2.0,lag,drawn in the adjacency map
planned_pair,166-170,4.0,lag,drawn in the adjacency map
planned_pair,166-174,8.0,lag,drawn in the adjacency map
planned_pair,166-182,16.0,lag,drawn in the adjacency map
planned_pair,167-168,1.0,lag,drawn in the adjacency map
planned_pair,167-169,2.0,lag,drawn in the adjacency map
planned_pair,167-171,4.0,lag,drawn in the adjacency map
planned_pair,167-175,8.0,lag,drawn in the adjacency map
planned_pair,167-183,16.0,lag,drawn in the adjacency map
planned_pair,168-169,1.0,lag,drawn in the adjacency map
planned_pair,168-170,2.0,lag,drawn in the adjacency map
planned_pair,168-172,4.0,lag,drawn in the adjacency map
planned_pair,168-176,8.0,lag,drawn in the adjacency map
planned_pair,168-184,16.0,lag,drawn in the adjacency map
planned_pair,169-170,1.0,lag,drawn in the adjacency map
planned_pair,169-171,2.0,lag,drawn in the adjacency map
planned_pair,169-173,4.0,lag,drawn in the adjacency map
planned_pair,169-177,8.0,lag,drawn in the adjacency map
planned_pair,169-185,16.0,lag,drawn in the adjacency map
planned_pair,170-171,1.0,lag,drawn in the adjacency map
planned_pair,170-172,2.0,lag,drawn in the adjacency map
planned_pair,170-174,4.0,lag,drawn in the adjacency map
planned_pair,170-178,8.0,lag,drawn in the adjacency map
planned_pair,170-186,16.0,lag,drawn in the adjacency map
planned_pair,171-172,1.0,lag,drawn in the adjacency map
planned_pair,171-173,2.0,lag,drawn in the adjacency map
planned_pair,171-175,4.0,lag,drawn in the adjacency map
planned_pair,171-179,8.0,lag,drawn in the adjacency map
planned_pair,171-187,16.0,lag,drawn in the adjacency map
planned_pair,172-173,1.0,lag,drawn in the adjacency map
planned_pair,172-174,2.0,lag,drawn in the adjacency map
planned_pair,172-176,4.0,lag,drawn in the adjacency map
planned_pair,172-180,8.0,lag,drawn in the adjacency map
planned_pair,172-188,16.0,lag,drawn in the adjacency map
planned_pair,173-174,1.0,lag,drawn in the adjacency map
planned_pair,173-175,2.0,lag,drawn in the adjacency map
planned_pair,173-177,4.0,lag,drawn in the adjacency map
planned_pair,173-181,8.0,lag,drawn in the adjacency map
planned_pair,173-189,16.0,lag,drawn in the adjacency map
planned_pair,174-175,1.0,lag,drawn in the adjacency map
planned_pair,174-176,2.0,lag,drawn in the adjacency map
planned_pair,174-178,4.0,lag,drawn in the adjacency map
planned_pair,174-182,8.0,lag,drawn in the adjacency map
planned_pair,174-190,16.0,lag,drawn in the adjacency map
planned_pair,175-176,1.0,lag,drawn in the adjacency map
planned_pair,175-177,2.0,lag,drawn in the adjacency map
planned_pair,175-179,4.0,lag,drawn in the adjacency map
planned_pair,175-183,8.0,lag,drawn in the adjacency map
planned_pair,175-191,16.0,lag,drawn in the adjacency map
planned_pair,176-177,1.0,lag,drawn in the adjacency map
planned_pair,176-178,2.0,lag,drawn in the adjacency map
planned_pair,176-180,4.0,lag,drawn in the adjacency map
planned_pair,176-184,8.0,lag,drawn in the adjacency map
planned_pair,176-192,16.0,lag,drawn in the adjacency map
planned_pair,177-178,1.0,lag,drawn in the adjacency map
planned_pair,177-179,2.0,lag,drawn in the adjacency map
planned_pair,177-181,4.0,lag,drawn in the adjacency map
planned_pair,177-185,8.0,lag,drawn in the adjacency map
planned_pair,177-193,16.0,lag,drawn in the adjacency map
planned_pair,178-179,1.0,lag,drawn in the adjacency map
planned_pair,178-180,2.0,lag,drawn in the adjacency map
planned_pair,178-182,4.0,lag,drawn in the adjacency map
planned_pair,178-186,8.0,lag,drawn in the adjacency map
planned_pair,178-194,16.0,lag,drawn in the adjacency map
planned_pair,179-180,1.0,lag,drawn in the adjacency map
planned_pair,179-181,2.0,lag,drawn in the adjacency map
planned_pair,179-183,4.0,lag,drawn in the adjacency map
planned_pair,179-187,8.0,lag,drawn in the adjacency map
planned_pair,179-195,16.0,lag,drawn in the adjacency map
planned_pair,180-181,1.0,lag,drawn in the adjacency map
planned_pair,180-182,2.0,lag,drawn in the adjacency map
planned_pair,180-184,4.0,lag,drawn in the adjacency map
planned_pair,180-188,8.0,lag,drawn in the adjacency map
planned_pair,180-196,16.0,lag,drawn in the adjacency map
planned_pair,181-182,1.0,lag,drawn in the adjacency map
planned_pair,181-183,2.0,lag,drawn in the adjacency map
planned_pair,181-185,4.0,lag,drawn in the adjacency map
planned_pair,181-189,8.0,lag,drawn in the adjacency map
planned_pair,181-197,16.0,lag,drawn in the adjacency map
planned_pair,182-183,1.0,lag,drawn in the adjacency map
planned_pair,182-184,2.0,lag,drawn in the adjacency map
planned_pair,182-186,4.0,lag,drawn in the adjacency map
planned_pair,182-190,8.0,lag,drawn in the adjacency map
planned_pair,182-198,16.0,lag,drawn in the adjacency map
planned_pair,183-184,1.0,lag,drawn in the adjacency map
planned_pair,183-185,2.0,lag,drawn in the adjacency map
planned_pair,183-187,4.0,lag,drawn in the adjacency map
planned_pair,183-191,8.0,lag,drawn in the adjacency map
planned_pair,183-199,16.0,lag,drawn in the adjacency map
planned_pair,184-185,1.0,lag,drawn in the adjacency map
planned_pair,184-186,2.0,lag,drawn in the adjacency map
planned_pair,184-188,4.0,lag,drawn in the adjacency map
planned_pair,184-192,8.0,lag,drawn in the adjacency map
planned_pair,184-200,16.0,lag,drawn in the adjacency map
planned_pair,185-186,1.0,lag,drawn in the adjacency map
planned_pair,185-187,2.0,lag,drawn in the adjacency map
planned_pair,185-189,4.0,lag,drawn in the adjacency map
planned_pair,185-193,8.0,lag,drawn in the adjacency map
planned_pair,185-201,16.0,lag,drawn in the adjacency map
planned_pair,186-187,1.0,lag,drawn in the adjacency map
planned_pair,186-188,2.0,lag,drawn in the adjacency map
planned_pair,186-190,4.0,lag,drawn in the adjacency map
planned_pair,186-194,8.0,lag,drawn in the adjacency map
planned_pair,186-202,16.0,lag,drawn in the adjacency map
planned_pair,187-188,1.0,lag,drawn in the adjacency map
planned_pair,187-189,2.0,lag,drawn in the adjacency map
planned_pair,187-191,4.0,lag,drawn in the adjacency map
planned_pair,187-195,8.0,lag,drawn in the adjacency map
planned_pair,187-203,16.0,lag,drawn in the adjacency map
planned_pair,188-189,1.0,lag,drawn in the adjacency map
planned_pair,188-190,2.0,lag,drawn in the adjacency map
planned_pair,188-192,4.0,lag,drawn in the adjacency map
planned_pair,188-196,8.0,lag,drawn in the adjacency map
planned_pair,188-204,16.0,lag,drawn in the adjacency map
